Front,Back,Tags
"外面<br><span style=""font-size:0.55em;color:#666"">wàimiàn</span>",outside<br><br>外面在下雨。<br>Wàimiàn zài xià yǔ.<br>It's raining outside.,type::noun lesson::lesson12 frequency::high topic::location hsk::1
"爱好<br><span style=""font-size:0.55em;color:#666"">àihào</span>",hobby<br><br>你有什么爱好？<br>Nǐ yǒu shénme àihào?<br>What are your hobbies?,type::noun lesson::lesson13 frequency::high topic::hobbies hsk::2
"旅行<br><span style=""font-size:0.55em;color:#666"">lǚxíng</span>",travel<br><br>我的爱好是看书和旅行。<br>Wǒ de àihào shì kàn shū hé lǚxíng.<br>My hobbies are reading and traveling.,type::verb type::noun lesson::lesson13 frequency::high topic::travel hsk::1
"对<br><span style=""font-size:0.55em;color:#666"">duì</span>",concerning<br><br>你对什么感兴趣？<br>Nǐ duì shénme gǎn xìngqù?<br>What are you interested in?,type::preposition lesson::lesson13 frequency::high topic::grammar hsk::2
"感兴趣<br><span style=""font-size:0.55em;color:#666"">gǎn xìngqù</span>",be interested in<br><br>你对什么感兴趣？<br>Nǐ duì shénme gǎn xìngqù?<br>What are you interested in?,type::verb_phrase lesson::lesson13 frequency::high topic::preferences hsk::2
"打篮球<br><span style=""font-size:0.55em;color:#666"">dǎ lánqiú</span>",play basketball<br><br>你对打篮球感兴趣吗？<br>Nǐ duì dǎ lánqiú gǎn xìngqù ma?<br>Are you interested in playing basketball?,type::verb_phrase lesson::lesson13 frequency::high topic::sports hsk::2
"平时<br><span style=""font-size:0.55em;color:#666"">píngshí</span>",ordinary times<br><br>你平时喜欢做什么？<br>Nǐ píngshí xǐhuan zuò shénme?<br>What do you usually like to do?,type::noun lesson::lesson13 frequency::high topic::habits hsk::3
"一边<br><span style=""font-size:0.55em;color:#666"">yìbiān</span>","while; as<br><br>我喜欢一边唱歌，一边弹吉他。<br>Wǒ xǐhuan yìbiān chànggē, yìbiān tán jítā.<br>I like singing while playing the guitar.",type::adverb lesson::lesson13 frequency::high topic::grammar hsk::2
"唱歌<br><span style=""font-size:0.55em;color:#666"">chànggē</span>","sing (a song)<br><br>我喜欢一边唱歌，一边弹吉他。<br>Wǒ xǐhuan yìbiān chànggē, yìbiān tán jítā.<br>I like singing while playing the guitar.",type::verb lesson::lesson13 frequency::high topic::hobbies hsk::1 grammar::separable
"弹吉他<br><span style=""font-size:0.55em;color:#666"">tán jítā</span>","play the guitar<br><br>我喜欢一边唱歌，一边弹吉他。<br>Wǒ xǐhuan yìbiān chànggē, yìbiān tán jítā.<br>I like singing while playing the guitar.","type::verb_phrase lesson::lesson13 frequency::high topic::hobbies,music hsk::2"
"得<br><span style=""font-size:0.55em;color:#666"">de</span>",[used between a verb or an adjective and its complement to indicate the result or degree]<br><br>她唱歌唱得很好。<br>Tā chànggē chàng de hěn hǎo.<br>She sings very well.,type::particle lesson::lesson13 frequency::high topic::grammar hsk::2 grammar::complement_marker
"不错<br><span style=""font-size:0.55em;color:#666"">búcuò</span>",not bad; pretty good<br><br>他弹吉他弹得不错。<br>Tā tán jítā tán de búcuò.<br>He plays the guitar pretty well.,type::adjective lesson::lesson13 frequency::high topic::description hsk::2
"比如<br><span style=""font-size:0.55em;color:#666"">bǐrú</span>","such as<br><br>我有很多爱好，比如唱歌、跑步。<br>Wǒ yǒu hěn duō àihào, bǐrú chànggē, pǎobù.<br>I have many hobbies, such as singing and running.",type::verb lesson::lesson13 frequency::high topic::grammar hsk::3
"等<br><span style=""font-size:0.55em;color:#666"">děng</span>","etc<br><br>我喜欢很多运动，比如篮球、足球等。<br>Wǒ xǐhuan hěn duō yùndòng, bǐrú lánqiú, zúqiú děng.<br>I like many sports, such as basketball, football, etc.",type::particle lesson::lesson13 frequency::high topic::grammar hsk::3
"但是<br><span style=""font-size:0.55em;color:#666"">dànshì</span>","but<br><br>我喜欢运动，但是没有时间。<br>Wǒ xǐhuan yùndòng, dànshì méiyǒu shíjiān.<br>I like exercising, but I don't have time.",type::conjunction lesson::lesson13 frequency::high topic::grammar hsk::2
"周末<br><span style=""font-size:0.55em;color:#666"">zhōumò</span>",weekend<br><br>我周末喜欢打篮球。<br>Wǒ zhōumò xǐhuan dǎ lánqiú.<br>I like playing basketball on weekends.,type::noun lesson::lesson13 frequency::high topic::time hsk::2
"经常<br><span style=""font-size:0.55em;color:#666"">jīngcháng</span>",often<br><br>我经常跑步。<br>Wǒ jīngcháng pǎobù.<br>I often go running.,type::adverb lesson::lesson13 frequency::high topic::grammar hsk::2
"另外<br><span style=""font-size:0.55em;color:#666"">lìngwài</span>","in addition<br><br>另外，我还喜欢唱歌。<br>Lìngwài, wǒ hái xǐhuan chànggē.<br>In addition, I also like singing.",type::conjunction lesson::lesson13 frequency::high topic::grammar hsk::3
"跑步<br><span style=""font-size:0.55em;color:#666"">pǎobù</span>",run<br><br>我经常跑步。<br>Wǒ jīngcháng pǎobù.<br>I often go running.,type::verb lesson::lesson13 frequency::high topic::sports hsk::2
"快<br><span style=""font-size:0.55em;color:#666"">kuài</span>",fast<br><br>他跑步跑得很快。<br>Tā pǎobù pǎo de hěn kuài.<br>He runs very fast.,type::adjective lesson::lesson13 frequency::high topic::description hsk::1
"玩游戏<br><span style=""font-size:0.55em;color:#666"">wán yóuxì</span>",play games<br><br>周末我喜欢玩游戏。<br>Zhōumò wǒ xǐhuan wán yóuxì.<br>I like playing games on weekends.,type::verb_phrase lesson::lesson13 frequency::high topic::hobbies hsk::1
"第<br><span style=""font-size:0.55em;color:#666"">dì</span>",[marker of ordinal numerals]<br><br>第一个学生到了。<br>Dì-yī ge xuésheng dào le.<br>The first student arrived.,"type::prefix lesson::lesson14 frequency::high topic::grammar,numbers hsk::1"
"节<br><span style=""font-size:0.55em;color:#666"">jié</span>",section; length<br><br>今天有四节课。<br>Jīntiān yǒu sì jié kè.<br>There are four class periods today.,"type::measure lesson::lesson14 frequency::high topic::school,time hsk::2"
"课<br><span style=""font-size:0.55em;color:#666"">kè</span>",class; lesson<br><br>这节课很难。<br>Zhè jié kè hěn nán.<br>This class is very hard.,type::noun lesson::lesson14 frequency::high topic::school hsk::1
"综合<br><span style=""font-size:0.55em;color:#666"">zōnghé</span>",synthesize<br><br>星期一的第一节课是综合课。<br>Xīngqīyī de dì-yī jié kè shì zōnghé kè.<br>Monday's first period is comprehensive class.,type::verb lesson::lesson14 frequency::medium topic::school hsk::3
"口语<br><span style=""font-size:0.55em;color:#666"">kǒuyǔ</span>",spoken language<br><br>星期五有口语课。<br>Xīngqīwǔ yǒu kǒuyǔ kè.<br>There's a spoken language class on Friday.,type::noun lesson::lesson14 frequency::high topic::language hsk::2
"听力<br><span style=""font-size:0.55em;color:#666"">tīnglì</span>",listening comprehension<br><br>下午有听力课。<br>Xiàwǔ yǒu tīnglì kè.<br>There's a listening class in the afternoon.,type::noun lesson::lesson14 frequency::high topic::language hsk::2
"位<br><span style=""font-size:0.55em;color:#666"">wèi</span>",[used to refer to people]<br><br>三位老师参加了会议。<br>Sān wèi lǎoshī cānjiā le huìyì.<br>Three teachers attended the meeting.,type::measure lesson::lesson14 frequency::high topic::grammar hsk::1 grammar::polite_measure
"教<br><span style=""font-size:0.55em;color:#666"">jiāo</span>",teach<br><br>王老师教我们汉语。<br>Wáng lǎoshī jiāo wǒmen Hànyǔ.<br>Teacher Wang teaches us Chinese.,type::verb lesson::lesson14 frequency::high topic::education hsk::1
"长<br><span style=""font-size:0.55em;color:#666"">cháng</span>",long<br><br>这节课很长。<br>Zhè jié kè hěn cháng.<br>This class is very long.,type::adjective lesson::lesson14 frequency::high topic::description hsk::1
"分钟<br><span style=""font-size:0.55em;color:#666"">fēnzhōng</span>",minute<br><br>十分钟后开始。<br>Shí fēnzhōng hòu kāishǐ.<br>It starts in ten minutes.,type::noun lesson::lesson14 frequency::high topic::time hsk::1
"小时<br><span style=""font-size:0.55em;color:#666"">xiǎoshí</span>",hour<br><br>一小时有六十分钟。<br>Yī xiǎoshí yǒu liùshí fēnzhōng.<br>One hour has sixty minutes.,type::noun lesson::lesson14 frequency::high topic::time hsk::1
"正在<br><span style=""font-size:0.55em;color:#666"">zhèngzài</span>",in the process of<br><br>他正在上课。<br>Tā zhèngzài shàngkè.<br>He is in class right now.,"type::adverb lesson::lesson14 frequency::high topic::grammar,time hsk::2 grammar::progressive_aspect"
"开学<br><span style=""font-size:0.55em;color:#666"">kāixué</span>",school begins<br><br>九月一号开学。<br>Jiǔyuè yī hào kāixué.<br>School starts on September 1st.,type::verb lesson::lesson14 frequency::high topic::school hsk::2 grammar::separable
"已经<br><span style=""font-size:0.55em;color:#666"">yǐjīng</span>",already<br><br>我们已经开学了。<br>Wǒmen yǐjīng kāixué le.<br>Our school has already started.,"type::adverb lesson::lesson14 frequency::high topic::grammar,time hsk::1"
"学期<br><span style=""font-size:0.55em;color:#666"">xuéqī</span>",semester<br><br>这个学期有十六周。<br>Zhège xuéqī yǒu shíliù zhōu.<br>This semester has sixteen weeks.,type::noun lesson::lesson14 frequency::high topic::school hsk::2
"班<br><span style=""font-size:0.55em;color:#666"">bān</span>",class<br><br>我们班有二十个学生。<br>Wǒmen bān yǒu èrshí ge xuésheng.<br>Our class has twenty students.,type::noun lesson::lesson14 frequency::high topic::school hsk::1
"周<br><span style=""font-size:0.55em;color:#666"">zhōu</span>",week<br><br>一周有七天。<br>Yī zhōu yǒu qī tiān.<br>One week has seven days.,type::noun lesson::lesson14 frequency::high topic::time hsk::1
"完<br><span style=""font-size:0.55em;color:#666"">wán</span>",come to an end; end<br><br>作业写完了吗？<br>Zuòyè xiě wán le ma?<br>Have you finished writing the homework?,type::verb lesson::lesson15 frequency::high topic::completion hsk::2 grammar::resultative_complement
"看见<br><span style=""font-size:0.55em;color:#666"">kànjiàn</span>",see<br><br>你看见黄老师了吗？<br>Nǐ kànjiàn Huáng lǎoshī le ma?<br>Did you see Teacher Huang?,type::verb lesson::lesson15 frequency::high topic::perception hsk::1 grammar::resultative_complement
"找<br><span style=""font-size:0.55em;color:#666"">zhǎo</span>",find<br><br>你找到你的手机了吗？<br>Nǐ zhǎodào nǐ de shǒujī le ma?<br>Did you find your phone?,type::verb lesson::lesson15 frequency::high topic::actions hsk::1
"准备<br><span style=""font-size:0.55em;color:#666"">zhǔnbèi</span>",prepare; get ready<br><br>你准备好了吗？<br>Nǐ zhǔnbèi hǎo le ma?<br>Are you ready?,type::verb lesson::lesson15 frequency::high topic::school hsk::2
"要<br><span style=""font-size:0.55em;color:#666"">yào</span>",must; should<br><br>我们要努力学习。<br>Wǒmen yào nǔlì xuéxí.<br>We must study hard.,type::verb lesson::lesson15 frequency::high topic::grammar hsk::1 grammar::modal_verb
"努力<br><span style=""font-size:0.55em;color:#666"">nǔlì</span>",make an effort (to do sth)<br><br>我们要努力学习。<br>Wǒmen yào nǔlì xuéxí.<br>We must study hard.,"type::verb type::adjective lesson::lesson15 frequency::high topic::school,work hsk::2"
"考试<br><span style=""font-size:0.55em;color:#666"">kǎoshì</span>",take an examination<br><br>我在准备考试。<br>Wǒ zài zhǔnbèi kǎoshì.<br>I'm preparing for the exam.,type::verb type::noun lesson::lesson15 frequency::high topic::school hsk::1
"记住<br><span style=""font-size:0.55em;color:#666"">jìzhù</span>",memorise; remember<br><br>你要记住这个语法。<br>Nǐ yào jìzhù zhège yǔfǎ.<br>You need to remember this grammar.,type::verb lesson::lesson15 frequency::high topic::memory hsk::2
"语法<br><span style=""font-size:0.55em;color:#666"">yǔfǎ</span>",grammar<br><br>你要记住这个语法。<br>Nǐ yào jìzhù zhège yǔfǎ.<br>You need to remember this grammar.,type::noun lesson::lesson15 frequency::high topic::language hsk::2
"复习<br><span style=""font-size:0.55em;color:#666"">fùxí</span>",review<br><br>我们要复习语法。<br>Wǒmen yào fùxí yǔfǎ.<br>We need to review the grammar.,type::verb lesson::lesson15 frequency::high topic::school hsk::2
"加油<br><span style=""font-size:0.55em;color:#666"">jiāyóu</span>",step up efforts<br><br>加油！你一定可以的。<br>Jiāyóu! Nǐ yídìng kěyǐ de.<br>Keep going! You can do it.,type::verb lesson::lesson15 frequency::high topic::encouragement hsk::2
"好好<br><span style=""font-size:0.55em;color:#666"">hǎohǎo</span>","seriously; carefully<br><br>好好复习，明天考试。<br>Hǎohǎo fùxí, míngtiān kǎoshì.<br>Review carefully, there's an exam tomorrow.",type::adverb lesson::lesson15 frequency::high topic::grammar hsk::2
"懂<br><span style=""font-size:0.55em;color:#666"">dǒng</span>",understand<br><br>我不懂这个语法。<br>Wǒ bù dǒng zhège yǔfǎ.<br>I don't understand this grammar.,type::verb lesson::lesson15 frequency::high topic::cognition hsk::1
"作文<br><span style=""font-size:0.55em;color:#666"">zuòwén</span>",composition<br><br>我在写作文。<br>Wǒ zài xiě zuòwén.<br>I'm writing a composition.,"type::noun lesson::lesson15 frequency::high topic::school,writing hsk::3"
"阅读<br><span style=""font-size:0.55em;color:#666"">yuèdú</span>",read<br><br>阅读可以帮助学习汉语。<br>Yuèdú kěyǐ bāngzhù xuéxí Hànyǔ.<br>Reading can help you learn Chinese.,"type::verb lesson::lesson15 frequency::high topic::school,reading hsk::3"
"答案<br><span style=""font-size:0.55em;color:#666"">dá'àn</span>",answer<br><br>你知道这道题的答案吗？<br>Nǐ zhīdào zhè dào tí de dá'àn ma?<br>Do you know the answer to this question?,type::noun lesson::lesson15 frequency::high topic::school hsk::2
"过<br><span style=""font-size:0.55em;color:#666"">guò</span>",pass<br><br>考试过了吗？<br>Kǎoshì guò le ma?<br>Did you pass the exam?,type::verb lesson::lesson15 frequency::high topic::school hsk::2
"超市<br><span style=""font-size:0.55em;color:#666"">chāoshì</span>",supermarket<br><br>超市在图书馆旁边。<br>Chāoshì zài túshūguǎn pángbiān.<br>The supermarket is next to the library.,type::noun lesson::lesson16 frequency::high topic::places hsk::2
"食堂<br><span style=""font-size:0.55em;color:#666"">shítáng</span>",dining hall<br><br>食堂的饭很便宜。<br>Shítáng de fàn hěn piányi.<br>The food at the dining hall is cheap.,type::noun lesson::lesson16 frequency::high topic::places hsk::3
"教学楼<br><span style=""font-size:0.55em;color:#666"">jiàoxuélóu</span>",teaching building<br><br>教室在教学楼里。<br>Jiàoshì zài jiàoxuélóu lǐ.<br>The classroom is in the teaching building.,"type::noun lesson::lesson16 frequency::high topic::places,school"
"书店<br><span style=""font-size:0.55em;color:#666"">shūdiàn</span>",bookstore<br><br>我去书店买书。<br>Wǒ qù shūdiàn mǎi shū.<br>I'm going to the bookstore to buy books.,type::noun lesson::lesson16 frequency::high topic::places hsk::2
"体育馆<br><span style=""font-size:0.55em;color:#666"">tǐyùguǎn</span>",gymnasium<br><br>体育馆在操场旁边。<br>Tǐyùguǎn zài cāochǎng pángbiān.<br>The gymnasium is next to the playground.,"type::noun lesson::lesson16 frequency::high topic::places,sports hsk::3"
